x,y,luminosity_counts,hlr_pixel,q,theta,n
2135.1,11.4,2.49385,2.502,0.58,20.1,4
1102.8,36.5,10.43670,4.641,0.45,49.7,4
3966.7,25.2,6.18342,2.980,0.75,52.9,4
802.3,22.2,3.76507,2.494,0.67,-70.3,4
1130.5,19.5,3.81878,2.329,0.62,29.3,4
1364.0,15.0,1.03353,1.417,0.37,56.7,4
1206.9,54.9,46.50220,4.140,0.82,41.1,4
2944.4,23.8,4.64498,2.773,0.83,58.9,4
1521.2,16.0,0.74020,1.045,0.61,36.3,4
983.2,13.6,0.87270,1.182,0.60,-19.4,4
2448.8,42.5,34.18677,4.613,0.79,-32.1,4
3601.4,52.1,60.18086,4.616,0.87,2.2,4
1117.6,24.9,4.08253,2.350,0.80,-31.6,4
1981.9,22.2,4.35347,2.191,0.79,43.1,4
2317.5,28.3,4.28112,2.786,0.53,53.1,4
2224.8,28.3,7.08942,2.519,0.66,-37.5,4
4130.0,32.5,7.08748,4.269,0.56,-70.8,4
712.3,25.2,3.66751,2.540,0.70,-21.9,4
3987.7,48.5,34.14321,4.848,0.80,17.8,4
1205.0,37.5,14.02016,6.890,0.60,-44.6,4
56.4,23.2,2.49317,2.389,0.67,74.3,4
3702.5,35.0,5.43650,2.624,0.64,-65.2,4
3824.7,36.4,10.32983,3.270,0.85,-81.4,4
1642.1,32.5,5.25888,4.973,0.70,-28.7,4
1410.0,56.8,50.29101,5.248,0.64,-18.3,4
3901.0,35.2,5.95199,2.589,0.85,-46.1,4
1313.4,22.6,1.86901,2.160,0.28,21.3,4
276.1,29.5,2.25928,1.835,0.63,-63.5,4
2185.1,33.1,3.50899,2.922,0.36,71.4,4
1550.8,30.7,1.85869,2.126,0.28,38.6,4
2198.1,30.4,2.80203,2.381,0.42,-35.7,4
1417.5,25.4,1.85021,2.295,0.28,5.2,4
2406.1,44.3,14.88602,2.302,0.96,61.7,4
3909.7,35.3,3.15077,2.626,0.63,-68.6,4
3431.9,32.7,2.41989,2.374,0.29,-33.2,4
2745.4,46.5,14.43674,2.817,0.90,13.0,4
3560.4,47.8,8.93240,3.662,0.87,-27.1,4
1517.7,34.5,3.15485,2.615,0.43,19.2,4
2217.9,38.0,3.44535,2.824,0.48,-71.3,4
2179.8,32.8,2.03075,2.450,0.47,45.9,4
1461.9,58.4,19.18623,4.151,0.73,-64.6,4
538.0,47.8,12.03778,4.003,0.79,32.6,4
1328.2,45.2,5.74017,3.139,0.78,-89.6,4
1264.3,40.5,4.80918,3.077,0.81,75.2,4
3053.7,32.6,2.23779,2.064,0.50,-8.1,4
3658.5,43.8,2.20439,2.277,0.31,-86.5,4
2010.5,43.0,2.79821,2.090,0.82,-11.9,4
3986.3,56.6,16.21579,2.934,0.82,39.5,4
3421.0,56.7,14.12820,3.475,0.94,-21.3,4
3071.1,44.6,5.23236,3.213,0.75,-39.0,4
2195.6,49.9,4.86875,2.478,0.70,41.1,4
1774.2,44.4,1.25080,1.498,0.43,62.1,4
3311.2,45.7,3.79051,2.857,0.69,-13.2,4
3260.4,43.2,1.54748,1.818,0.60,71.0,4
1587.5,53.7,6.35594,2.599,0.96,-33.9,4
2344.7,49.7,3.41031,3.279,0.43,-8.1,4
1531.7,47.1,1.83483,1.686,0.95,74.3,4
1926.5,56.2,5.90370,2.885,0.94,-16.4,4
2546.3,49.6,2.48786,1.925,0.77,52.7,4
2465.6,60.3,9.71719,2.824,0.87,-6.0,4
1783.2,51.6,3.06754,2.565,0.65,-50.8,4
1098.0,60.3,14.46261,6.784,0.72,64.3,4
2921.5,74.9,47.38020,2.863,0.86,31.3,4
3574.0,70.7,9.89127,3.842,0.58,47.0,4
2126.4,65.6,8.25852,3.291,0.80,-83.5,4
1330.0,55.0,6.91756,4.225,0.74,48.4,4
2586.6,66.1,8.76724,3.229,0.69,-59.0,4
1547.1,61.1,5.71161,2.845,0.71,-61.6,4
2381.7,67.1,14.41171,3.037,0.83,23.1,4
805.2,76.6,17.22575,4.137,0.78,76.0,4
3426.6,73.4,21.99026,6.647,0.86,-32.6,4
817.6,66.3,4.35999,3.065,0.41,-67.9,4
794.7,76.1,17.96400,2.760,0.84,1.9,4
4155.7,68.0,11.26901,3.117,0.67,8.1,4
3361.5,58.3,4.22874,3.276,0.56,29.2,4
2107.5,92.6,27.97189,4.968,0.86,7.9,4
2707.5,64.8,4.24511,2.938,0.75,-42.8,4
1060.0,72.5,7.50061,2.790,0.76,3.0,4
3190.9,78.1,7.02893,3.598,0.69,-48.6,4
521.9,73.3,7.37175,3.012,0.64,-16.5,4
3758.7,70.3,7.63662,4.784,0.72,-48.1,4
1976.3,70.3,5.05525,2.954,0.57,31.5,4
1510.2,70.7,3.92149,2.151,0.76,-32.6,4
734.0,90.9,37.47899,6.295,0.53,-14.7,4
3326.1,78.8,15.03767,2.399,0.93,19.4,4
2095.0,79.1,7.27129,3.687,0.69,69.2,4
3361.0,76.7,8.87066,2.767,0.85,62.2,4
1474.3,73.9,9.75928,3.159,0.73,-8.0,4
649.0,71.2,2.29787,2.069,0.39,-74.3,4
2336.1,66.6,2.93628,2.246,0.71,-75.6,4
2390.1,82.5,20.80893,3.031,0.94,29.5,4
1997.0,75.2,5.39209,2.524,0.85,22.9,4
2112.8,72.6,3.59035,2.362,0.58,-14.8,4
3554.2,78.1,9.10778,3.861,0.82,47.9,4
3575.4,76.8,6.67331,2.932,0.79,81.1,4
3751.3,66.9,2.68004,2.306,0.64,10.4,4
3024.4,66.9,3.80766,3.069,0.54,-2.4,4
2103.2,87.4,25.49351,7.688,0.80,61.5,4
3037.0,75.0,4.33416,2.741,0.66,24.5,4
1661.5,75.1,4.55721,4.213,0.27,40.1,4
1490.3,71.3,2.45633,2.154,0.67,-82.8,4
3017.2,103.2,17.65559,6.878,0.50,28.0,4
1766.6,81.4,4.89668,2.479,0.79,76.8,4
2658.5,79.2,2.55518,1.965,0.67,51.2,4
591.2,71.6,1.80618,2.047,0.23,-15.4,4
2013.1,110.6,50.59923,5.404,0.43,34.5,4
2673.0,107.4,25.22437,4.633,0.71,74.8,4
1780.9,104.7,43.54125,4.575,0.94,-11.8,4
1342.6,108.7,4.03464,2.612,0.68,-65.9,4
3344.7,80.9,5.72665,3.960,0.78,37.3,4
2809.3,77.1,2.84307,2.891,0.63,82.8,4
245.6,96.0,22.00935,2.995,0.82,-67.3,4
1262.7,91.1,14.48321,3.205,0.87,-65.4,4
3160.0,86.1,10.31273,4.349,0.70,26.2,4
3894.3,86.0,8.72782,4.543,0.70,67.4,4
3659.5,84.2,2.36749,2.386,0.47,-84.8,4
3475.3,90.2,9.72877,3.628,0.78,72.6,4
1671.3,88.5,4.97486,3.056,0.50,-48.0,4
2743.2,99.8,14.58016,3.138,0.82,86.5,4
1617.2,87.3,5.17771,2.162,0.78,-41.6,4
3912.6,98.9,21.08349,4.174,0.85,-1.6,4
3227.7,95.8,6.36714,2.990,0.73,85.4,4
690.6,90.8,6.26036,2.224,0.77,30.1,4
1043.0,84.1,4.43360,2.948,0.88,-55.9,4
3134.8,118.4,41.78878,4.162,0.95,20.5,4
1115.3,118.5,16.84635,3.064,0.70,-24.3,4
2719.3,97.3,9.98582,3.924,0.71,0.1,4
3951.5,86.0,2.95763,2.044,0.65,-25.4,4
2104.7,107.3,28.89649,3.370,0.91,-70.3,4
2370.5,87.5,2.83383,2.300,0.60,35.5,4
60.1,95.8,4.83853,3.060,0.88,-70.9,4
866.2,84.6,0.93169,1.199,0.60,-17.4,4
2992.5,100.5,6.21032,3.217,0.79,-89.8,4
3003.4,107.0,17.47791,4.023,0.72,-35.1,4
2573.4,102.6,11.26564,3.457,0.58,-19.7,4
45.4,92.2,2.01328,2.207,0.32,40.2,4
984.6,90.3,1.12869,1.190,0.63,-71.3,4
1284.0,106.1,4.68692,3.304,0.41,-67.4,4
3261.4,114.3,27.23698,5.629,0.80,25.7,4
1437.5,111.4,8.58845,3.130,0.59,-70.9,4
550.3,112.3,40.66384,2.504,0.93,-7.1,4
3920.6,101.8,11.86379,4.879,0.68,18.8,4
1372.8,99.0,4.13328,3.056,0.55,36.1,4
1240.9,97.4,3.58575,1.923,0.93,83.9,4
1884.5,92.1,2.08901,2.130,0.74,36.7,4
1402.0,89.6,2.40848,2.373,0.30,5.0,4
3452.5,92.8,2.03898,1.902,0.53,9.4,4
863.8,127.7,37.94075,4.591,0.77,-87.4,4
2958.3,110.1,10.94728,2.632,0.95,68.8,4
473.9,123.0,38.64551,2.968,0.96,-90.0,4
2059.2,109.0,7.88895,3.824,0.67,57.2,4
1230.2,105.8,6.16464,3.198,0.47,-41.9,4
465.2,109.4,13.86214,3.158,0.83,53.4,4
2489.1,104.2,4.40325,2.585,0.65,-74.7,4
1583.8,117.9,20.24845,2.847,0.93,73.4,4
2186.3,106.6,5.35550,2.331,0.82,0.7,4
2383.1,98.9,3.25970,3.453,0.74,-9.9,4
64.1,109.5,5.28594,2.736,0.72,-32.0,4
2930.1,107.2,3.48601,2.652,0.50,63.0,4
2241.1,107.2,8.01973,4.674,0.60,-39.7,4
3600.3,106.0,3.63293,2.611,0.77,-74.7,4
916.2,106.7,4.49781,2.500,0.89,24.8,4
170.9,119.8,19.96142,4.450,0.89,-41.8,4
565.8,129.3,26.59012,2.976,0.99,53.9,4
509.6,112.9,4.21356,2.421,0.75,-25.3,4
580.4,111.2,3.13675,2.249,0.64,-10.3,4
799.5,106.5,3.32998,2.884,0.64,-34.6,4
1592.5,113.8,4.43664,2.991,0.78,65.0,4
923.5,114.3,5.94523,3.103,0.79,6.2,4
1227.9,110.5,2.36377,1.663,0.72,-14.3,4
3828.1,116.8,3.66594,2.692,0.61,-61.2,4
1939.3,114.7,2.50389,2.101,0.85,-13.9,4
4128.9,110.1,2.50999,2.267,0.72,-13.5,4
1045.7,169.9,17.97387,3.013,0.91,-44.3,4
123.8,133.4,56.29902,2.670,0.74,-13.2,4
2703.8,116.3,4.06144,2.666,0.73,-26.1,4
1881.2,116.1,2.53473,2.363,0.93,11.6,4
1646.8,110.6,1.55715,1.660,0.87,-65.3,4
872.5,124.2,9.50418,2.959,0.84,-21.9,4
3108.1,113.3,3.19420,2.751,0.62,8.3,4
2925.6,120.7,5.94323,2.420,0.86,-52.3,4
2248.8,129.0,12.44754,3.690,0.72,59.0,4
2787.6,123.6,5.07549,2.675,0.76,-34.7,4
1852.4,228.8,14.64083,3.272,0.50,87.8,4
56.6,133.5,9.64317,2.866,0.82,66.0,4
4153.1,117.3,2.57870,2.168,0.71,-66.4,4
670.7,117.5,2.69582,2.492,0.61,85.6,4
2027.2,149.0,48.58757,3.434,0.96,-78.4,4
3863.9,136.4,16.28635,4.648,0.68,-42.1,4
3372.3,135.8,24.04548,5.173,0.79,-33.7,4
1021.6,126.6,10.37718,4.520,0.80,47.3,4
3692.6,119.4,1.84840,1.865,0.48,-43.0,4
1970.2,145.9,74.19825,3.328,0.80,-13.3,4
1694.4,136.5,15.96229,2.882,0.86,41.0,4
933.0,132.4,10.83559,3.483,0.91,27.8,4
2754.9,127.7,5.33664,2.629,0.75,75.7,4
3040.8,122.1,2.68307,2.380,0.64,-59.4,4
424.1,147.6,17.44218,3.840,0.61,-80.8,4
948.1,126.1,3.98418,2.498,0.61,-34.3,4
2685.6,173.6,25.64661,3.971,0.79,35.4,4
2817.5,127.9,3.49682,2.356,0.87,-64.8,4
1366.6,168.5,21.01286,3.257,0.79,-20.2,4
403.2,131.7,12.35422,5.526,0.53,-22.1,4
593.3,123.7,1.77183,1.835,0.86,-6.3,4
1240.3,121.6,1.53075,1.645,0.48,9.4,4
3659.1,134.7,7.40285,2.769,0.77,-21.9,4
2097.5,153.7,16.72795,3.803,0.55,65.9,4
2905.3,135.7,4.51825,3.101,0.88,-49.4,4
2607.1,128.7,3.30060,2.598,0.81,59.3,4
1055.8,128.4,3.18416,2.204,0.64,-2.0,4
1764.6,130.7,1.30630,1.360,0.62,75.0,4
858.2,151.9,20.96888,3.885,0.79,-70.2,4
2064.6,146.5,6.97392,3.113,0.68,74.1,4
1834.0,143.4,11.77414,7.197,0.45,33.7,4
3145.1,139.5,7.63436,4.058,0.89,-46.8,4
1890.1,135.5,1.15135,1.450,0.24,41.2,4
2339.0,159.6,20.39629,4.704,0.76,-9.4,4
804.2,133.8,1.82141,2.482,0.43,-45.7,4
2328.6,194.5,56.98725,5.109,0.75,41.6,4
1098.8,158.2,19.60746,4.787,0.84,41.9,4
4158.4,145.9,4.13427,2.243,0.69,72.4,4
3019.7,136.0,2.35069,2.192,0.89,81.3,4
2860.5,158.1,5.86928,3.192,0.44,74.9,4
2166.5,141.9,3.22096,2.051,0.71,-5.1,4
824.1,150.3,9.80858,2.511,0.81,8.0,4
4077.7,148.0,6.32065,3.468,0.83,-42.0,4
3078.6,145.2,5.61257,2.753,0.84,63.6,4
3975.4,186.6,56.47685,7.026,0.74,46.3,4
919.0,146.1,4.07987,2.389,0.72,19.9,4
1826.1,158.6,10.83441,4.771,0.67,-84.1,4
3510.9,176.3,56.05223,4.461,0.82,-37.8,4
3483.8,165.1,10.64631,6.011,0.39,-68.5,4
3705.3,160.7,17.94342,3.168,0.88,-50.6,4
2873.2,160.8,13.43840,2.736,0.93,82.2,4
327.4,160.1,12.03464,4.144,0.82,46.3,4
2963.9,147.8,2.90317,2.507,0.53,-70.5,4
3061.8,140.4,1.60374,1.875,0.60,-16.6,4
3652.9,153.8,5.91052,2.840,0.95,-9.1,4
439.0,171.9,14.63536,3.404,0.69,-81.0,4
1982.5,162.5,15.39943,3.544,0.78,1.6,4
3169.6,159.4,17.66537,3.638,0.66,-10.1,4
1101.9,164.4,13.55626,4.662,0.35,-38.2,4
1140.1,156.2,8.77948,3.845,0.87,14.0,4
1803.6,146.1,5.69664,5.502,0.41,-11.7,4
3717.5,174.4,47.23491,2.726,0.97,74.0,4
1816.0,149.7,1.83965,1.965,0.36,56.6,4
2533.6,144.6,1.27185,1.660,0.47,2.6,4
3899.1,174.5,22.53180,3.970,0.75,10.2,4
1943.6,168.7,15.76031,2.933,0.78,-73.7,4
3754.7,148.2,2.40981,2.404,0.69,57.8,4
244.6,174.0,29.04919,3.168,0.90,-48.8,4
587.7,170.6,44.49320,2.606,0.90,-1.0,4
2263.3,160.5,3.70597,3.317,0.61,-69.4,4
1236.4,157.4,4.16372,2.669,0.66,-74.6,4
1262.8,147.8,1.53079,1.777,0.28,-12.4,4
4113.3,181.8,24.76383,3.991,0.69,-62.5,4
3520.1,176.6,32.01581,4.993,0.86,37.1,4
3159.6,161.7,6.62504,3.420,0.71,69.7,4
2924.0,157.9,7.42930,3.292,0.72,-4.6,4
4160.6,163.6,6.99765,3.330,0.72,67.3,4
1260.6,156.3,2.78313,2.283,0.40,-84.8,4
1336.0,151.2,0.88870,1.056,0.62,57.7,4
1892.8,148.4,1.24024,1.290,0.62,-18.9,4
926.2,159.2,3.56988,2.720,0.85,-18.1,4
156.3,156.8,3.77481,2.605,0.76,83.7,4
1739.3,155.4,2.44472,2.263,0.47,-9.6,4
1401.5,154.7,1.64920,1.921,0.35,-50.0,4
1657.0,152.0,0.92163,1.109,0.61,44.1,4
1399.9,188.6,60.76907,2.989,0.90,-31.7,4
3192.9,178.2,22.82547,4.691,0.92,68.3,4
1798.2,150.6,4.01869,3.554,0.42,-0.1,4
2963.2,164.4,5.09967,2.924,0.86,-80.4,4
1286.9,167.6,5.59769,2.795,0.88,88.5,4
2544.6,157.1,1.97897,2.197,0.36,76.8,4
3967.0,175.7,27.08844,3.278,0.84,6.1,4
2994.3,173.5,14.13854,2.735,0.85,-71.7,4
2916.7,167.9,11.93151,2.823,0.79,28.0,4
2937.5,178.0,18.69557,3.288,0.97,74.8,4
3476.2,162.3,4.59497,3.426,0.68,-70.8,4
4179.1,172.7,16.52638,3.332,0.83,-4.2,4
2748.1,165.4,6.33848,2.401,0.90,-66.7,4
1887.2,171.4,1.93270,2.005,0.28,-81.7,4
1008.5,162.6,1.70083,1.860,0.38,40.0,4
1559.3,173.1,2.45345,2.366,0.40,66.0,4
2630.4,161.1,2.94596,2.521,0.51,25.8,4
549.6,161.5,1.31510,1.558,0.48,-16.2,4
3109.6,160.8,2.48381,2.927,0.56,68.9,4
3943.4,181.6,18.48388,3.252,0.89,10.1,4
3950.2,171.5,8.85614,4.050,0.59,-27.4,4
1510.8,169.9,4.37233,2.526,0.86,29.1,4
43.4,190.4,23.67888,3.367,0.82,47.8,4
1797.6,175.2,2.49804,2.226,0.40,0.2,4
1301.8,168.2,1.46767,1.492,0.63,-60.8,4
3119.8,163.2,1.65917,1.724,0.57,-44.9,4
2506.5,166.3,2.36239,2.475,0.43,80.7,4
1605.2,170.2,5.06465,2.516,0.92,7.1,4
1815.5,165.0,3.30483,2.862,0.41,27.1,4
4071.4,197.3,52.32816,4.011,0.96,-36.1,4
418.0,184.0,7.75753,2.549,0.57,55.2,4
496.8,174.3,6.30710,2.755,0.92,81.5,4
2327.8,184.0,11.16509,3.747,0.68,40.3,4
1452.7,187.5,9.36640,3.342,0.63,49.2,4
3145.4,187.8,12.21040,3.458,0.69,-25.6,4
1204.8,179.9,6.77628,3.398,0.60,9.8,4
3911.0,177.6,3.89882,2.387,0.71,82.9,4
1836.0,167.5,2.74219,3.581,0.63,-1.2,4
1235.3,176.8,4.02873,2.681,0.65,-71.8,4
627.1,180.6,7.97882,3.406,0.57,-4.5,4
1331.4,212.8,19.82890,3.904,0.86,61.8,4
1642.6,179.9,5.70975,2.489,0.79,1.8,4
2061.8,169.6,1.89108,2.248,0.58,18.6,4
2282.9,195.9,16.70523,4.630,0.67,-44.0,4
721.0,188.1,5.95948,3.337,0.80,-50.2,4
3583.0,173.3,2.48405,2.481,0.92,1.8,4
1939.7,212.2,29.06080,3.458,0.65,84.3,4
3114.3,198.4,31.58726,3.216,0.95,-12.5,4
1807.4,192.0,11.32456,2.902,0.80,32.7,4
1246.8,202.5,60.80418,2.755,0.95,-4.5,4
1147.7,180.1,2.48466,1.952,0.73,89.9,4
1767.8,172.6,0.91022,1.084,0.58,20.8,4
4141.7,199.8,18.46836,4.316,0.73,28.3,4
769.5,190.5,7.85159,4.424,0.59,-5.8,4
1388.5,212.3,26.56035,5.506,0.51,50.2,4
1907.2,182.9,3.03909,2.523,0.57,47.5,4
3502.3,187.7,8.67821,4.705,0.55,-63.3,4
4190.3,194.8,12.62636,3.512,0.78,-40.3,4
4154.8,175.4,1.72622,1.849,0.61,-18.4,4
2524.3,195.6,8.86127,2.906,0.92,-75.0,4
3559.4,190.8,4.52566,3.894,0.57,-67.8,4
1199.0,220.5,60.75341,6.479,0.83,-31.8,4
2527.3,181.1,2.12764,1.814,0.48,36.3,4
1068.7,188.4,1.59718,1.688,0.36,-60.8,4
4001.9,188.9,5.58320,4.119,0.58,67.5,4
3926.5,189.0,2.19841,2.186,0.37,-78.6,4
1228.9,192.8,3.19866,1.914,0.47,-64.6,4
1907.1,219.7,31.20765,3.253,0.95,-15.6,4
896.5,213.7,79.10291,2.519,0.96,38.0,4
2383.9,201.4,19.12558,4.557,0.69,2.2,4
2753.7,186.8,1.29681,1.538,0.87,-26.8,4
194.7,187.1,3.28221,2.558,0.74,22.0,4
2266.4,209.9,13.15605,4.188,0.63,-70.2,4
3175.8,220.2,15.51518,4.431,0.51,55.0,4
347.4,198.4,10.40338,3.088,0.94,24.4,4
1987.2,193.5,2.88136,1.838,0.88,-39.5,4
1918.7,191.8,2.27605,2.375,0.62,29.6,4
3805.6,188.9,3.14448,3.217,0.50,-33.0,4
3382.5,200.8,15.81446,7.744,0.56,-52.7,4
3592.3,213.5,15.45155,4.361,0.75,67.2,4
4140.2,205.8,16.93579,4.575,0.66,10.7,4
1186.8,204.1,8.95757,4.545,0.57,-29.9,4
1835.8,189.6,0.98582,1.252,0.60,17.8,4
2469.1,203.2,8.35539,4.623,0.32,-60.8,4
1101.3,195.8,2.25729,2.177,0.67,11.0,4
781.1,194.2,3.29642,2.951,0.59,-22.6,4
772.3,198.5,3.86427,3.031,0.45,-24.0,4
3664.5,195.6,3.09017,2.376,0.38,7.0,4
1534.9,209.6,8.91591,2.223,0.76,51.8,4
2836.9,207.1,7.15307,4.103,0.54,15.7,4
2772.0,200.8,2.31644,2.135,0.62,-64.0,4
3209.3,195.6,1.17722,0.968,0.64,-20.3,4
3237.7,217.1,6.96863,3.158,0.58,-53.3,4
1777.8,212.5,9.20897,3.407,0.88,88.4,4
2243.7,201.5,3.14231,2.806,0.60,86.3,4
1487.0,211.2,7.88676,2.303,0.89,-79.1,4
2401.0,212.1,10.22579,4.896,0.91,71.0,4
1408.7,204.0,4.65736,3.762,0.48,-45.1,4
821.7,202.4,1.42696,1.497,0.49,-87.7,4
353.2,202.3,3.30075,2.483,0.49,-23.6,4
1457.3,213.6,5.34972,2.386,0.98,1.6,4
3081.3,211.2,8.30708,4.047,0.89,-55.0,4
2773.6,213.5,5.95793,2.595,0.78,81.1,4
2196.5,206.1,2.35828,2.480,0.47,84.9,4
2675.6,215.4,5.64863,2.654,0.91,-12.7,4
804.5,210.1,2.38182,1.931,0.71,-84.3,4
2921.4,213.5,3.45293,2.065,0.94,66.5,4
1626.1,211.4,1.53690,1.561,0.59,79.0,4
3742.0,206.0,3.13043,2.478,0.98,76.6,4
1627.4,206.8,1.22147,1.202,0.48,-43.4,4
2719.4,209.8,2.06594,2.130,0.55,29.9,4
3922.2,207.2,1.86751,2.139,0.46,44.8,4
3922.6,219.3,4.18490,3.074,0.59,41.8,4
2731.3,213.0,1.87941,1.805,0.40,-76.8,4
1215.8,227.4,16.29121,6.262,0.67,-60.4,4
2070.9,214.2,2.07081,2.134,0.48,-65.5,4
3162.1,219.2,8.76216,2.760,0.62,-7.2,4
2407.2,246.1,24.54480,8.021,0.47,-53.4,4
3901.5,234.9,30.27766,2.800,0.92,-82.6,4
135.0,219.5,4.05335,2.884,0.86,-44.8,4
1759.1,215.9,2.52403,2.255,0.42,-68.9,4
1414.9,211.0,1.53449,1.605,0.49,52.7,4
1182.9,219.5,9.77266,4.306,0.57,-25.5,4
936.6,219.6,4.99841,2.797,0.76,-61.1,4
1595.7,210.4,0.96966,1.118,0.62,-19.1,4
1589.6,289.2,63.98325,3.184,0.87,60.9,4
903.7,226.8,8.62839,3.639,0.83,75.5,4
940.9,237.7,16.83405,2.576,0.78,-84.8,4
759.3,235.0,11.08840,4.408,0.68,-44.6,4
1525.6,217.2,1.37041,1.399,0.63,-73.7,4
2108.7,217.7,2.38415,2.100,0.67,18.9,4
3116.3,230.7,5.58404,2.819,0.68,-64.7,4
2850.3,218.4,2.40506,2.834,0.55,-80.5,4
1035.0,229.7,7.85046,2.409,0.89,24.5,4
4025.3,226.0,5.32161,3.360,0.83,41.6,4
1328.5,234.2,4.61815,2.462,0.54,-47.0,4
1145.9,231.9,7.04426,2.552,0.85,-63.5,4
3767.3,232.0,10.08556,4.101,0.62,14.5,4
2513.5,249.0,19.63801,3.600,0.82,-85.3,4
367.8,254.6,61.00080,3.521,0.51,22.1,4
2873.1,234.6,5.93335,3.367,0.69,81.7,4
3513.9,226.8,4.13015,2.836,0.47,37.1,4
2184.1,226.3,2.96248,2.250,0.75,2.8,4
855.2,221.4,1.11801,1.370,0.58,19.2,4
429.5,239.8,5.99375,2.801,0.68,87.2,4
925.3,228.4,2.28490,2.238,0.56,-45.9,4
2520.4,247.0,19.05951,3.127,0.92,-48.7,4
561.0,242.1,7.49283,3.254,0.74,-73.8,4
1894.4,237.1,7.95821,4.119,0.35,-31.6,4
1893.6,242.5,11.69902,4.183,0.79,8.8,4
980.6,238.1,5.75252,3.342,0.79,65.1,4
4032.9,231.0,5.52643,3.723,0.38,-5.8,4
2916.0,249.6,13.43270,2.765,0.87,-88.5,4
1433.5,248.4,9.48306,2.732,0.75,53.1,4
1145.0,246.2,12.87096,2.977,0.85,76.6,4
2108.7,239.1,6.08378,2.407,0.96,-15.5,4
980.2,226.4,1.89083,2.596,0.61,18.9,4
522.2,237.4,5.65019,2.791,0.88,-80.6,4
1483.3,230.4,2.60960,2.622,0.44,-23.3,4
2592.8,248.9,6.77565,3.710,0.31,-45.7,4
1253.4,231.2,2.26032,2.513,0.57,72.2,4
2248.4,254.9,12.69186,4.827,0.57,55.4,4
2656.7,234.1,4.39000,2.964,0.71,-10.8,4
1342.1,234.5,1.68742,1.708,0.75,-55.7,4
3320.1,261.9,35.67845,4.578,0.64,31.3,4
4110.0,249.1,8.20140,2.959,0.70,73.4,4
3842.5,239.1,6.17750,3.411,0.63,-64.8,4
999.8,247.4,12.56441,3.716,0.62,40.3,4
3105.0,242.3,6.50701,3.776,0.79,53.4,4
1875.3,242.1,4.17390,2.771,0.68,-87.6,4
3930.6,247.8,8.87007,3.162,0.87,2.6,4
1910.0,246.6,5.89911,3.410,0.80,62.9,4
268.4,244.8,2.11877,1.933,0.59,65.6,4
1509.7,241.9,5.04434,2.547,0.82,3.1,4
183.2,239.4,3.26656,2.489,0.62,1.0,4
2350.8,234.4,1.99299,2.184,0.58,-18.1,4
3395.4,269.7,20.66770,5.351,0.36,-35.1,4
776.1,253.0,7.67209,3.336,0.59,43.2,4
3902.5,245.3,4.54258,2.642,0.53,50.3,4
1080.0,235.5,2.91263,2.690,0.62,-0.5,4
941.1,265.9,31.83679,4.736,0.81,-17.6,4
1643.5,263.8,13.56667,3.292,0.65,-64.6,4
677.7,256.7,8.89940,2.800,0.96,-83.8,4
3268.1,251.2,7.66401,3.173,0.84,-9.9,4
3560.6,257.1,8.87846,3.171,0.89,-51.6,4
2783.6,247.5,3.30790,2.725,0.56,48.8,4
