x,y,luminosity_counts,hlr_pixel,q,theta,n
2511.3,2314.8,130.05611,6.870,0.53,34.4,1
694.8,321.6,153.75335,6.076,0.56,32.2,1
2980.6,1593.5,193.22494,5.953,0.87,-56.0,1
4003.9,3410.2,155.67409,4.835,0.84,20.5,1
148.9,3973.7,178.06479,4.969,0.90,83.3,1
2963.3,129.8,163.58916,6.316,0.57,-89.6,1
2893.0,1211.4,146.05379,6.320,0.66,-13.6,1
4139.4,581.1,133.85365,6.276,0.59,-88.2,1
1712.2,3468.3,163.83347,6.327,0.87,39.7,1
3382.0,178.5,165.91766,5.996,0.96,-82.5,1
1767.1,602.9,188.51543,7.675,0.53,-30.8,1
426.6,916.5,128.32149,6.043,0.80,53.2,1
2213.4,2344.9,147.31690,7.092,0.57,60.0,1
1956.1,163.8,117.59789,6.184,0.65,80.4,1
3332.1,2577.0,100.03055,4.324,0.86,76.6,1
1805.4,233.6,115.33519,4.355,0.83,1.3,1
4050.4,3624.9,123.93905,5.039,0.87,68.2,1
2002.9,1258.2,107.42690,5.086,0.65,-64.9,1
1060.7,3373.6,115.05560,6.243,0.70,62.0,1
3530.9,3047.3,120.09556,6.395,0.80,72.2,1
4031.0,3762.0,97.63969,5.025,0.68,34.7,1
2703.0,4092.5,97.49396,4.403,0.69,-10.3,1
2556.0,1095.3,103.08839,6.112,0.62,-89.6,1
2462.4,1475.1,83.87997,5.100,0.82,-88.0,1
3396.9,2205.1,92.17813,5.952,0.95,-26.0,1
1173.5,3570.7,124.88749,5.339,0.74,-6.1,1
924.3,3330.8,79.72332,5.751,0.66,-22.1,1
1077.8,3695.7,95.37493,6.115,0.84,14.2,1
3072.0,3374.3,113.78916,4.435,0.75,20.9,1
249.5,1436.3,85.98782,4.324,0.89,70.3,1
616.8,3976.5,111.40010,5.387,0.82,-31.0,1
276.8,8.0,111.29397,4.837,0.89,0.3,1
1682.4,376.0,80.94091,6.122,0.88,87.0,1
1986.5,3795.4,100.16734,6.156,0.78,-72.4,1
3797.7,187.3,100.94833,4.297,0.73,-19.4,1
3645.6,103.2,91.26214,4.837,0.88,-27.8,1
2589.0,670.2,85.79267,4.467,0.93,65.5,1
2977.2,1062.7,80.73982,5.046,0.99,82.6,1
4132.2,2340.3,122.13778,5.906,0.80,-17.7,1
4158.8,3380.1,124.28509,7.266,0.60,62.4,1
626.3,662.4,124.42532,4.676,0.82,-31.9,1
984.3,2707.7,96.42823,5.033,0.97,-36.2,1
2721.1,3884.8,113.23504,6.728,0.88,16.3,1
1907.0,3946.4,95.10811,4.271,0.82,54.2,1
1635.8,1891.5,124.75875,7.131,0.67,75.7,1
1249.8,2287.6,114.73609,6.800,0.76,53.0,1
123.4,29.9,92.02835,5.608,0.66,65.4,1
3328.3,2727.7,80.21207,4.622,1.00,-73.7,1
1118.8,3828.1,103.68276,4.895,0.75,42.8,1
258.7,3633.0,92.63703,4.617,0.81,63.3,1
3326.0,4087.7,115.71752,7.006,0.53,-68.3,1
1767.9,246.6,84.86629,6.183,0.86,-66.5,1
1353.4,1207.3,104.26496,5.896,0.58,-78.3,1
575.2,737.3,111.05466,5.718,0.63,45.9,1
1938.1,748.0,112.19635,5.442,0.92,22.7,1
3030.4,2460.4,84.77456,6.834,0.61,25.9,1
2694.6,2036.6,111.17138,6.220,0.69,-50.8,1
3551.5,3377.1,112.81713,5.266,0.69,43.5,1
632.4,1219.0,80.82295,4.154,1.00,89.4,1
2471.5,2805.1,103.32258,5.906,0.93,-30.6,1
952.3,875.6,86.60033,5.787,0.91,-9.6,1
2866.6,1522.9,91.56393,5.604,0.67,-55.2,1
3606.0,3402.9,83.33652,5.386,0.92,-33.5,1
3564.3,1551.5,103.70947,4.372,1.00,55.2,1
2815.2,643.2,101.41386,5.536,0.69,-14.7,1
2922.7,403.2,98.36420,5.560,0.65,-35.1,1
823.1,1839.2,96.29522,5.743,0.72,-36.7,1
3031.0,3663.5,85.40711,6.779,0.74,-49.7,1
817.5,1258.1,96.07058,4.321,0.96,-8.4,1
2404.1,835.8,124.13446,6.368,0.96,89.9,1
4159.6,2025.0,100.31886,6.833,0.58,43.8,1
1438.7,577.4,91.19548,4.499,0.92,-31.3,1
715.8,797.5,85.43668,6.271,0.64,34.0,1
1933.1,3220.7,109.47593,6.024,0.80,82.5,1
2294.6,1622.8,84.98827,6.742,0.61,-31.5,1
782.8,3732.1,83.67431,5.352,0.67,-47.5,1
3240.6,781.3,93.97687,6.713,0.76,-47.5,1
2608.6,1101.3,109.44365,6.471,0.69,36.6,1
2385.9,4094.4,92.24467,4.394,1.00,38.2,1
3790.2,3566.5,84.63378,4.338,0.83,-5.0,1
4195.8,3899.3,122.69913,6.331,0.64,-59.3,1
441.1,2212.5,91.68175,6.176,0.68,-79.1,1
1717.0,2191.4,93.83219,4.600,1.00,56.0,1
1218.5,2156.1,104.51310,6.376,0.67,19.4,1
465.9,1481.2,80.38673,4.447,0.90,-8.6,1
1293.1,2717.3,80.06341,4.546,0.87,84.7,1
3806.7,1566.5,93.92787,5.622,0.83,20.3,1
1650.0,3531.2,83.84133,4.291,0.92,54.1,1
2297.4,1983.7,120.21554,5.735,0.66,58.5,1
30.3,869.7,86.50969,5.804,0.89,23.6,1
2917.4,2252.4,95.73011,4.477,0.94,-82.7,1
4079.6,1885.3,86.79803,5.834,0.74,1.5,1
220.1,3062.4,103.22838,4.783,0.94,48.6,1
2937.4,222.3,81.23975,6.697,0.89,-61.8,1
3527.5,3618.7,79.58721,6.525,0.75,0.8,1
308.0,1073.3,82.19169,5.965,0.81,28.8,1
3461.9,3620.9,83.88420,5.759,0.85,46.3,1
3497.4,3712.0,88.23712,6.653,0.80,-50.1,1
4111.8,637.9,105.32084,4.878,0.89,65.0,1
3752.6,2106.5,112.45857,7.108,0.83,58.1,1
1224.7,2820.1,81.61561,6.200,0.54,30.3,1
3152.4,1863.3,114.05902,6.793,0.59,21.9,1
2725.7,656.3,96.14048,6.032,0.60,19.6,1
1710.2,3771.1,104.87552,6.263,0.70,85.6,1
434.3,433.1,118.46857,6.252,0.81,-84.6,1
3814.7,2462.5,107.56390,5.287,0.94,-58.6,1
1562.8,3594.7,114.89061,6.265,0.71,-14.1,1
3549.7,2625.2,96.39301,4.398,0.95,29.3,1
430.0,678.6,93.03749,5.327,0.94,26.1,1
3324.4,954.5,113.13056,5.781,0.86,-36.9,1
2928.2,832.0,101.72194,6.056,0.78,-2.8,1
1985.2,1280.9,88.42842,6.376,0.81,55.3,1
3723.3,3495.8,87.70817,4.554,0.85,-8.5,1
